Pavlis, N.K., S.A. Holmes, S.C. Kenyon, and J.K. Factor:
An Earth Gravitational Model to Degree 2160: EGM2008,
presented at the 2008 General Assembly of the European Geosciences Union,
Vienna, Austria, April 13-18, 2008.


product_type                gravity_field
modelname                   EGM2008
earth_gravity_constant      0.3986004415E+15
radius                      0.63781363E+07
max_degree                  2190
errors                      calibrated
norm                        fully_normalized
tide_system                 tide_free

url                   http://earth-info.nima.mil/GandG/

 
 
key     L    M             C                       S                    sigma C             sigma S
gfc   171    8   -0.309134939977280D-09    0.401753452607618D-09    0.3800612852D-10    0.3800612839D-10
gfc   171    9   -0.293809150054542D-09    0.197193411785065D-09    0.3801013512D-10    0.3801013512D-10
gfc   171   10   -0.439667488163454D-09    0.171467255849101D-09    0.3801468200D-10    0.3801468199D-10
gfc   171   11    0.511763379585050D-10    0.386085743648523D-09    0.3801977110D-10    0.3801977106D-10
gfc   171   12    0.298269137807252D-09   -0.864264786729947D-10    0.3802540180D-10    0.3802540188D-10
gfc   171   13   -0.617510497639047D-09   -0.230232140352392D-09    0.3803157578D-10    0.3803157587D-10
gfc   171   14    0.487604895860693D-10    0.130136157384569D-09    0.3803829316D-10    0.3803829329D-10
gfc   171   15    0.566684453014890D-09    0.176699937502078D-09    0.3804555509D-10    0.3804555532D-10
gfc   171   16    0.176247472022607D-09   -0.296399147085620D-09    0.3805336245D-10    0.3805336240D-10
gfc   171   17    0.418874650381384D-10    0.372226423909093D-09    0.3806171590D-10    0.3806171602D-10
gfc   171   18    0.466301756851644D-09    0.923777659265695D-09    0.3807061676D-10    0.3807061679D-10
gfc   171   19    0.266661768259837D-09    0.353752553680525D-09    0.3808006597D-10    0.3808006593D-10
gfc   171   20   -0.420377025983045D-09   -0.157278932006644D-09    0.3809006459D-10    0.3809006463D-10
gfc   171   21   -0.252488549689658D-09    0.241786645055807D-09    0.3810061395D-10    0.3810061401D-10
gfc   171   22    0.704500060159695D-09    0.310831114238260D-09    0.3811171529D-10    0.3811171532D-10
gfc   171   23    0.596834282103388D-10    0.480764444616036D-09    0.3812336995D-10    0.3812336993D-10
gfc   171   24   -0.872479287799954D-09   -0.217224359939578D-10    0.3813557938D-10    0.3813557918D-10
gfc   171   25   -0.550789426082823D-09    0.231989056692298D-09    0.3814834474D-10    0.3814834476D-10
gfc   171   26    0.507846975447930D-10   -0.559787310124942D-09    0.3816166796D-10    0.3816166799D-10
gfc   171   27   -0.433662652639604D-09   -0.521208443241239D-09    0.3817555036D-10    0.3817555040D-10
gfc   171   28    0.781738985113515D-09    0.157462619142207D-10    0.3818999390D-10    0.3818999386D-10
gfc   171   29   -0.393437696935320D-09   -0.857073442396759D-09    0.3820499983D-10    0.3820499994D-10
gfc   171   30   -0.887109509410942D-09    0.101695086898576D-08    0.3822057059D-10    0.3822057054D-10
gfc   171   31    0.301365316875467D-09   -0.787823219736204D-09    0.3823670733D-10    0.3823670742D-10
gfc   171   32   -0.345443317112045D-09   -0.118907914186971D-09    0.3825341261D-10    0.3825341269D-10
gfc   171   33    0.675932501973659D-09   -0.512729335973871D-09    0.3827068796D-10    0.3827068794D-10
gfc   171   34   -0.513845764005685D-10   -0.617505882682387D-09    0.3828853592D-10    0.3828853582D-10
gfc   171   35    0.468903850842965D-09    0.412645161151630D-09    0.3830695792D-10    0.3830695799D-10
gfc   171   36   -0.185518946237439D-10    0.246317294618576D-09    0.3832595703D-10    0.3832595704D-10
gfc   171   37   -0.973649889937372D-10    0.107224554651584D-09    0.3834553474D-10    0.3834553475D-10
gfc   171   38    0.809386638614366D-09    0.437154679839259D-09    0.3836569394D-10    0.3836569420D-10
gfc   171   39   -0.422501775767740D-09    0.640225782615804D-09    0.3838643682D-10    0.3838643684D-10
gfc   171   40    0.222922359130046D-09   -0.817871783786579D-09    0.3840776607D-10    0.3840776610D-10
gfc   171   41   -0.886029888031704D-10    0.197398309241211D-09    0.3842968385D-10    0.3842968388D-10
gfc   171   42    0.461478276750149D-10    0.875041819248790D-09    0.3845219334D-10    0.3845219330D-10
gfc   171   43    0.467758073546769D-09    0.334548034752851D-09    0.3847529666D-10    0.3847529666D-10
gfc   171   44    0.660179242253149D-10    0.115941618046029D-08    0.3849899713D-10    0.3849899716D-10
gfc   171   45    0.353324386289898D-10    0.391135484322329D-09    0.3852329718D-10    0.3852329726D-10
gfc   171   46   -0.378898571344000D-09    0.220593128396105D-09    0.3854820006D-10    0.3854820035D-10
gfc   171   47   -0.250483748243536D-09    0.195929053051195D-09    0.3857370867D-10    0.3857370878D-10
gfc   171   48   -0.393649031170953D-09    0.395487698836776D-09    0.3859982615D-10    0.3859982626D-10
gfc   171   49   -0.492053816365544D-09    0.185165170216414D-09    0.3862655557D-10    0.3862655559D-10
gfc   171   50   -0.774098929493040D-09   -0.224578705723194D-10    0.3865390027D-10    0.3865390025D-10
gfc   171   51   -0.822461989054036D-09    0.372545746099613D-10    0.3868186346D-10    0.3868186342D-10
gfc   171   52   -0.246656404040681D-09    0.934007980631194D-10    0.3871044863D-10    0.3871044859D-10
gfc   171   53   -0.149850374341612D-09   -0.267205116996873D-09    0.3873965923D-10    0.3873965919D-10
gfc   171   54   -0.702413094281452D-09   -0.712914510546102D-09    0.3876949881D-10    0.3876949881D-10
gfc   171   55   -0.122631466776218D-09   -0.814387516549876D-10    0.3879997106D-10    0.3879997108D-10
gfc   171   56    0.121956535976847D-09    0.472495660767346D-09    0.3883107975D-10    0.3883107964D-10
gfc   171   57   -0.862280916188249D-09    0.390207493184581D-10    0.3886282856D-10    0.3886282852D-10
gfc   171   58   -0.679360191214750D-09   -0.411623240592046D-09    0.3889522142D-10    0.3889522146D-10
gfc   171   59   -0.130652194881072D-09   -0.287891882316614D-09    0.3892826242D-10    0.3892826249D-10
gfc   171   60    0.326006541807374D-09    0.236205454489395D-09    0.3896195552D-10    0.3896195559D-10
gfc   171   61    0.136200257832506D-09   -0.359848657919707D-09    0.3899630588D-10    0.3899630411D-10
gfc   171   62    0.529038988801412D-10   -0.415150735833316D-09    0.3903131493D-10    0.3903131492D-10
gfc   171   63   -0.145589375781481D-09   -0.281930407864439D-09    0.3906698969D-10    0.3906698982D-10
gfc   171   64    0.131231839140765D-10   -0.457542818502350D-09    0.3910333385D-10    0.3910333381D-10
gfc   171   65    0.111350699462560D-08   -0.233286582341925D-09    0.3914035178D-10    0.3914035169D-10
gfc   171   66   -0.511340011997892D-10    0.603057021726647D-09    0.3917804803D-10    0.3917804796D-10
gfc   171   67    0.313787358162930D-09    0.920932103256699D-09    0.3921642743D-10    0.3921642734D-10
gfc   171   68   -0.346514358329922D-09   -0.325748739913050D-09    0.3925549462D-10    0.3925549463D-10
gfc   171   69    0.297522962290088D-09    0.152675602698064D-09    0.3929525464D-10    0.3929525466D-10
gfc   171   70   -0.603386142507284D-10    0.366613770575065D-09    0.3933571233D-10    0.3933571246D-10
gfc   171   71   -0.196039722292393D-09   -0.560264307418747D-09    0.3937687299D-10    0.3937687297D-10
gfc   171   72   -0.204508738448937D-09   -0.417348114733618D-09    0.3941874154D-10    0.3941874155D-10
gfc   171   73    0.546267180516734D-09    0.460765288413356D-09    0.3946132341D-10    0.3946132337D-10
gfc   171   74    0.716341734554702D-10    0.456388812797581D-09    0.3950462385D-10    0.3950462387D-10
gfc   171   75   -0.112492721155272D-08   -0.275080990138818D-09    0.3954864844D-10    0.3954864848D-10
gfc   171   76    0.487823265519891D-09   -0.126933602916458D-09    0.3959340271D-10    0.3959340277D-10
gfc   171   77    0.139446389220854D-09   -0.298616653523467D-10    0.3963889241D-10    0.3963889241D-10
gfc   171   78    0.169959070062982D-09    0.604155394043756D-10    0.3968512322D-10    0.3968512328D-10
gfc   171   79   -0.826548937229712D-09    0.419114923457066D-09    0.3973210117D-10    0.3973210114D-10
gfc   171   80    0.387706720584716D-10    0.548092407419797D-09    0.3977983219D-10    0.3977983205D-10
gfc   171   81    0.115549231325358D-09   -0.666915429111170D-09    0.3982832225D-10    0.3982832228D-10
gfc   171   82   -0.765351765427120D-09   -0.167671290550668D-09    0.3987757785D-10    0.3987757777D-10
gfc   171   83   -0.997317579648419D-10    0.867450350697089D-10    0.3992760513D-10    0.3992760509D-10
gfc   171   84   -0.897051657725208D-10   -0.432592298196089D-09    0.3997841050D-10    0.3997841070D-10
gfc   171   85    0.554782193404500D-09   -0.511044603224656D-09    0.4003000082D-10    0.4003000088D-10
gfc   171   86   -0.202723782440713D-09    0.273059722118162D-09    0.4008238261D-10    0.4008238243D-10
gfc   171   87   -0.642432251147378D-09   -0.794295498114186D-09    0.4013556249D-10    0.4013556239D-10
gfc   171   88    0.126904837703957D-09    0.184382682353699D-10    0.4018954755D-10    0.4018954749D-10
gfc   171   89   -0.109918702531564D-09    0.672580933935335D-09    0.4024434484D-10    0.4024434474D-10
gfc   171   90   -0.317012433179655D-09   -0.786658335700953D-09    0.4029996139D-10    0.4029996149D-10
gfc   171   91    0.745809613271737D-09    0.150939210376297D-09    0.4035640468D-10    0.4035640475D-10
gfc   171   92   -0.133367100716565D-08    0.114371949394538D-11    0.4041368210D-10    0.4041368208D-10
gfc   171   93    0.728826023179573D-11    0.232604659772836D-09    0.4047180094D-10    0.4047180114D-10
gfc   171   94    0.221252808882278D-09   -0.750599540010260D-09    0.4053076930D-10    0.4053076931D-10
gfc   171   95    0.826964070680473D-10   -0.398899131928774D-09    0.4059059458D-10    0.4059059466D-10
gfc   171   96    0.413046280016379D-09    0.243745632914599D-09    0.4065128501D-10    0.4065128497D-10
gfc   171   97   -0.153101706511609D-09    0.596390466677612D-09    0.4071284831D-10    0.4071284850D-10
gfc   171   98   -0.206269438767802D-09   -0.111363308191424D-09    0.4077529311D-10    0.4077529327D-10
gfc   171   99   -0.475234116103226D-09   -0.977186818153774D-10    0.4083862775D-10    0.4083862739D-10
gfc   171  100    0.827472408770597D-09   -0.448586721266753D-09    0.4090286014D-10    0.4090286016D-10
gfc   171  101    0.162252802857887D-09   -0.339550828875015D-09    0.4096799945D-10    0.4096799943D-10
gfc   171  102   -0.351708479293756D-09    0.249776565238777D-10    0.4103405428D-10    0.4103405435D-10
gfc   171  103   -0.451825959391314D-09    0.137454480259378D-09    0.4110103363D-10    0.4110103359D-10
gfc   171  104   -0.450651422124006D-09   -0.350141001847285D-09    0.4116894642D-10    0.4116894656D-10
gfc   171  105    0.774630761604958D-10   -0.105444849542523D-09    0.4123780215D-10    0.4123780206D-10
gfc   171  106   -0.119708876970832D-09    0.471972955849635D-09    0.4130760981D-10    0.4130760998D-10
gfc   171  107    0.210799756948447D-09    0.809315990332850D-10    0.4137837938D-10    0.4137837931D-10
gfc   171  108   -0.912022727683582D-10   -0.295051018080374D-09    0.4145012013D-10    0.4145012011D-10
gfc   171  109   -0.196174367465595D-09    0.318885487940724D-10    0.4152284219D-10    0.4152284207D-10
gfc   171  110    0.375135487119993D-09   -0.179234961122519D-09    0.4159655534D-10    0.4159655535D-10
gfc   171  111    0.293944227710532D-10   -0.265914736089841D-10    0.4167126998D-10    0.4167127000D-10
gfc   171  112    0.745004963752130D-09    0.470878505144904D-09    0.4174699622D-10    0.4174699645D-10
gfc   171  113    0.471578403423585D-10   -0.250798021698253D-09    0.4182374492D-10    0.4182374506D-10
gfc   171  114   -0.143007235094822D-09    0.104515949990488D-08    0.4190152647D-10    0.4190152653D-10
gfc   171  115   -0.290807457322361D-09    0.489112506205231D-09    0.4198035191D-10    0.4198035184D-10
gfc   171  116    0.361040933663674D-09    0.413831249417041D-10    0.4206023199D-10    0.4206023204D-10
gfc   171  117    0.786608199613805D-10   -0.647556008175422D-09    0.4214117833D-10    0.4214117818D-10
gfc   171  118   -0.541017282082972D-09   -0.516350086838903D-10    0.4222320185D-10    0.4222320193D-10
gfc   171  119    0.345785035968513D-09    0.434107660650156D-09    0.4230631459D-10    0.4230631457D-10
gfc   171  120    0.281739441245097D-09    0.652797738587531D-10    0.4239052805D-10    0.4239052800D-10
gfc   171  121   -0.780417708656245D-10    0.996252987006248D-10    0.4247585428D-10    0.4247585422D-10
gfc   171  122    0.280381412883747D-09   -0.306191404455881D-09    0.4256230494D-10    0.4256230588D-10
gfc   171  123    0.524317835840842D-09    0.362380000968797D-09    0.4264989369D-10    0.4264989378D-10
gfc   171  124   -0.652422292104131D-09    0.882580939314741D-10    0.4273863183D-10    0.4273863200D-10
gfc   171  125   -0.185421230150542D-09    0.496835027424700D-09    0.4282853262D-10    0.4282853261D-10
gfc   171  126   -0.502808463532183D-09    0.289422215259620D-09    0.4291960881D-10    0.4291960892D-10
gfc   171  127   -0.227941268208192D-09   -0.521599375637326D-09    0.4301187378D-10    0.4301187370D-10
gfc   171  128    0.485114100330945D-10    0.356128479649820D-10    0.4310534074D-10    0.4310534071D-10
gfc   171  129   -0.107774965459136D-09    0.521203436141182D-09    0.4320002327D-10    0.4320002328D-10
gfc   171  130    0.127574526737768D-09   -0.287407391300686D-09    0.4329593529D-10    0.4329593538D-10
gfc   171  131   -0.130419933739976D-09   -0.241280280959300D-09    0.4339309072D-10    0.4339309085D-10
gfc   171  132    0.146323245119748D-09   -0.179560895602742D-09    0.4349150405D-10    0.4349150407D-10
gfc   171  133    0.313696489705867D-09    0.511056085001389D-10    0.4359118950D-10    0.4359118943D-10
gfc   171  134   -0.806117125599093D-10    0.923320474207282D-09    0.4369216184D-10    0.4369216190D-10
gfc   171  135   -0.152590713064314D-09    0.412018053278932D-09    0.4379443608D-10    0.4379443608D-10
gfc   171  136   -0.672660647897968D-09   -0.215156050686464D-09    0.4389802742D-10    0.4389802740D-10
gfc   171  137    0.649234653337018D-10   -0.515085045809891D-09    0.4400295122D-10    0.4400295122D-10
gfc   171  138   -0.826273716044460D-09   -0.621323487410024D-09    0.4410922316D-10    0.4410922322D-10
gfc   171  139   -0.187360399019165D-09    0.451358085323490D-09    0.4421685921D-10    0.4421685930D-10
gfc   171  140   -0.194801019107992D-09   -0.542745420189360D-09    0.4432587563D-10    0.4432587563D-10
gfc   171  141    0.780412113636579D-10   -0.470568063370285D-09    0.4443628881D-10    0.4443628870D-10
gfc   171  142   -0.131429160953287D-09   -0.381337084113307D-10    0.4454811525D-10    0.4454811534D-10
gfc   171  143   -0.979522172024860D-10   -0.127335758366182D-09    0.4466137225D-10    0.4466137229D-10
gfc   171  144    0.197852985433912D-10    0.120490173591272D-09    0.4477607689D-10    0.4477607686D-10
gfc   171  145   -0.518667676096604D-09   -0.960248034137201D-09    0.4489224647D-10    0.4489224694D-10
gfc   171  146    0.312164485438079D-09    0.119323439742525D-08    0.4500989938D-10    0.4500989945D-10
gfc   171  147    0.240147954888877D-10   -0.176782475583567D-09    0.4512905329D-10    0.4512905330D-10
gfc   171  148   -0.152715186423693D-08    0.701894590798480D-09    0.4524972645D-10    0.4524972649D-10
gfc   171  149    0.242664391515746D-09   -0.564418253781923D-09    0.4537193791D-10    0.4537193784D-10
gfc   171  150   -0.598774687824733D-09   -0.596802802715921D-09    0.4549570607D-10    0.4549570614D-10
gfc   171  151    0.123164882223192D-09   -0.209466317446958D-09    0.4562105086D-10    0.4562105101D-10
gfc   171  152    0.317742411784517D-09   -0.259446344791082D-09    0.4574799133D-10    0.4574799128D-10
gfc   171  153    0.569824674896896D-09    0.255580101157684D-09    0.4587654791D-10    0.4587654779D-10
gfc   171  154    0.475442520512624D-09   -0.165520008812708D-09    0.4600673982D-10    0.4600673983D-10
gfc   171  155   -0.337872164331957D-09    0.464778602168277D-09    0.4613858884D-10    0.4613858881D-10
gfc   171  156    0.263907388320297D-10    0.382688299017575D-09    0.4627211461D-10    0.4627211449D-10
gfc   171  157   -0.588627935962903D-09    0.944653527577382D-09    0.4640733946D-10    0.4640733941D-10
gfc   171  158    0.738732597421623D-09   -0.675199283750682D-09    0.4654428360D-10    0.4654428370D-10
gfc   171  159    0.895807356727069D-10    0.248483476369569D-09    0.4668297042D-10    0.4668297043D-10
gfc   171  160    0.215944538596015D-09    0.866701421462952D-09    0.4682342053D-10    0.4682342056D-10
gfc   171  161   -0.614898285863944D-09    0.412379173084556D-09    0.4696565796D-10    0.4696565799D-10
gfc   171  162   -0.234963096186934D-09    0.668004443550239D-10    0.4710970439D-10    0.4710970437D-10
gfc   171  163   -0.244883513300235D-10   -0.150943097283563D-09    0.4725558392D-10    0.4725558401D-10
gfc   171  164   -0.325420365788553D-09    0.520917002013377D-10    0.4740331971D-10    0.4740331978D-10
gfc   171  165    0.189691660210857D-09   -0.400219747689728D-10    0.4755293590D-10    0.4755293592D-10
gfc   171  166   -0.333039291915573D-11   -0.682654427167627D-09    0.4770445693D-10    0.4770445696D-10
gfc   171  167    0.287350887521726D-09   -0.148040953147496D-09    0.4785790689D-10    0.4785790694D-10
gfc   171  168    0.108689873491251D-08    0.244269483140833D-09    0.4801331113D-10    0.4801331118D-10
gfc   171  169   -0.275470055848444D-09    0.239089774319009D-09    0.4817069340D-10    0.4817069337D-10
gfc   171  170   -0.371518647249346D-09    0.370867895674968D-09    0.4833007635D-10    0.4833007633D-10
gfc   171  171   -0.140178232703699D-09   -0.900861981650094D-09    0.4849148897D-10    0.4849148897D-10
gfc   172    0    0.999863340223717D-10    0.000000000000000D+00    0.3755523598D-10    0.0000000000D+00
gfc   172    1    0.389317154345020D-09   -0.311288291600964D-09    0.3755492059D-10    0.3755492061D-10
gfc   172    2    0.487493132238824D-09   -0.496513191688138D-09    0.3755513977D-10    0.3755513948D-10
gfc   172    3    0.101493624401181D-09   -0.361009770310954D-09    0.3755588493D-10    0.3755588486D-10
gfc   172    4   -0.203327990894165D-09    0.144297740460821D-09    0.3755716123D-10    0.3755716110D-10
gfc   172    5    0.145283345877769D-09    0.568970349370822D-10    0.3755896373D-10    0.3755896376D-10
gfc   172    6   -0.164751735554935D-09    0.186118638450927D-10    0.3756129634D-10    0.3756129634D-10
gfc   172    7    0.663681051330038D-09   -0.587170068376331D-10    0.3756415850D-10    0.3756415846D-10
gfc   172    8   -0.169646710164686D-09    0.874683092427674D-09    0.3756754972D-10    0.3756754963D-10
gfc   172    9   -0.262921161398746D-09   -0.638846049495291D-09    0.3757147176D-10    0.3757147176D-10
gfc   172   10   -0.100115292773354D-09   -0.108816692716302D-09    0.3757592369D-10    0.3757592368D-10
gfc   172   11    0.740971535549551D-10    0.740402066358134D-09    0.3758090743D-10    0.3758090739D-10
gfc   172   12    0.158112370087983D-09    0.238313021509514D-09    0.3758642235D-10    0.3758642242D-10
gfc   172   13   -0.630911745776415D-09    0.214531131972814D-09    0.3759247013D-10    0.3759247020D-10
gfc   172   14   -0.458252012133059D-09   -0.550793533055175D-10    0.3759905084D-10    0.3759905094D-10
gfc   172   15   -0.506487019375731D-09   -0.248525347129612D-09    0.3760616561D-10    0.3760616580D-10
gfc   172   16   -0.474791084958858D-13   -0.515351981952808D-10    0.3761381532D-10    0.3761381527D-10
gfc   172   17   -0.207470559046932D-09   -0.341343710127453D-09    0.3762200060D-10    0.3762200069D-10
gfc   172   18    0.326117536922688D-09   -0.163238088350003D-09    0.3763072272D-10    0.3763072275D-10
gfc   172   19    0.644281176956952D-09   -0.451843779096013D-09    0.3763998261D-10    0.3763998257D-10
gfc   172   20    0.129827856074378D-09   -0.660384237567680D-10    0.3764978132D-10    0.3764978135D-10
gfc   172   21    0.952927300028171D-09    0.790168290789366D-09    0.3766012012D-10    0.3766012017D-10
gfc   172   22    0.410806269119224D-09    0.183531260110313D-09    0.3767100023D-10    0.3767100025D-10
gfc   172   23   -0.146383692997927D-09    0.543948303950972D-09    0.3768242293D-10    0.3768242293D-10
gfc   172   24   -0.416717595604716D-10    0.244402260288687D-09    0.3769438966D-10    0.3769438951D-10
gfc   172   25   -0.644715713323461D-11   -0.282030315471612D-10    0.3770690158D-10    0.3770690159D-10
gfc   172   26   -0.487835136069061D-09   -0.325403406921430D-10    0.3771996051D-10    0.3771996054D-10
gfc   172   27   -0.218998219335416D-09    0.592519293683809D-10    0.3773356776D-10    0.3773356779D-10
gfc   172   28    0.236254958172617D-09   -0.877532731135936D-11    0.3774772524D-10    0.3774772520D-10
gfc   172   29   -0.614006928775909D-09   -0.330332246177938D-09    0.3776243417D-10    0.3776243426D-10
gfc   172   30   -0.281224671860734D-09   -0.381717592033582D-09    0.3777769692D-10    0.3777769688D-10
gfc   172   31    0.735563992851318D-09   -0.476118523461074D-09    0.3779351461D-10    0.3779351468D-10
gfc   172   32   -0.142497239054082D-09    0.138765828942793D-09    0.3780988977D-10    0.3780988983D-10
gfc   172   33    0.183981315012336D-09    0.100111490017423D-09    0.3782682383D-10    0.3782682382D-10
gfc   172   34    0.798406244677658D-10   -0.664929396057650D-09    0.3784431930D-10    0.3784431921D-10
gfc   172   35    0.400485439928965D-09    0.323228418725907D-09    0.3786237760D-10    0.3786237767D-10
gfc   172   36   -0.878406734852017D-10   -0.584614152611607D-09    0.3788100164D-10    0.3788100165D-10
gfc   172   37   -0.566739856668438D-09    0.561568060607648D-10    0.3790019299D-10    0.3790019300D-10
gfc   172   38    0.116767613249164D-08   -0.585650739075026D-09    0.3791995435D-10    0.3791995457D-10
gfc   172   39   -0.843401377570865D-10   -0.923324488510296D-10    0.3794028793D-10    0.3794028795D-10
gfc   172   40    0.849387791485565D-10    0.120729218656517D-09    0.3796119628D-10    0.3796119631D-10
gfc   172   41   -0.275925427773019D-09    0.138999713055870D-09    0.3798268161D-10    0.3798268165D-10
gfc   172   42    0.174746405593431D-09    0.662622137288415D-09    0.3800474689D-10    0.3800474685D-10
gfc   172   43   -0.135772018102446D-09   -0.607984209068308D-09    0.3802739434D-10    0.3802739434D-10
gfc   172   44    0.211001208936397D-09    0.264917400124694D-09    0.3805062702D-10    0.3805062705D-10
gfc   172   45    0.259124199430045D-09   -0.277227059563842D-09    0.3807444746D-10    0.3807444753D-10
gfc   172   46    0.839495156784832D-10    0.135545745157961D-10    0.3809885870D-10    0.3809885893D-10
gfc   172   47    0.885444096771947D-10    0.159220118737494D-09    0.3812386366D-10    0.3812386374D-10
gfc   172   48   -0.369138288601258D-09   -0.230940085106086D-09    0.3814946530D-10    0.3814946539D-10
gfc   172   49   -0.630591468541549D-09   -0.743727852701631D-11    0.3817566672D-10    0.3817566674D-10
gfc   172   50   -0.666441840622234D-09    0.410339094371796D-09    0.3820247108D-10    0.3820247106D-10
gfc   172   51   -0.135714340469824D-09    0.655921955940387D-09    0.3822988159D-10    0.3822988154D-10
gfc   172   52    0.859070166956859D-10   -0.279396396634999D-09    0.3825790158D-10    0.3825790154D-10
gfc   172   53   -0.764260235614822D-09    0.237055814169831D-09    0.3828653445D-10    0.3828653441D-10
gfc   172   54   -0.381239252555183D-09    0.665902896851910D-09    0.3831578365D-10    0.3831578365D-10
gfc   172   55   -0.705853258230632D-10   -0.200371423887076D-09    0.3834565277D-10    0.3834565279D-10
gfc   172   56   -0.627292459566793D-09    0.137464782715633D-10    0.3837614548D-10    0.3837614539D-10
gfc   172   57   -0.239634396138525D-10    0.438678154311507D-09    0.3840726538D-10    0.3840726534D-10
gfc   172   58   -0.691990664756779D-09   -0.556867391226848D-09    0.3843901630D-10    0.3843901633D-10
gfc   172   59    0.110440769915943D-09    0.773894652779487D-10    0.3847140218D-10    0.3847140224D-10
gfc   172   60    0.304343570755351D-09    0.208266399958729D-09    0.3850442693D-10    0.3850442699D-10
gfc   172   61   -0.413836326336371D-10    0.528420514329696D-10    0.3853809539D-10    0.3853809396D-10
gfc   172   62   -0.159047282752432D-09   -0.580502266534746D-09    0.3857240942D-10    0.3857240942D-10
gfc   172   63    0.509787914996458D-11    0.310345289265068D-09    0.3860737541D-10    0.3860737552D-10
gfc   172   64    0.331991430997319D-09   -0.153578436562875D-09    0.3864299709D-10    0.3864299706D-10
gfc   172   65    0.409833617677545D-09   -0.987082907362384D-10    0.3867927871D-10    0.3867927864D-10
gfc   172   66   -0.281151349395216D-09   -0.157862412589136D-09    0.3871622475D-10    0.3871622469D-10
gfc   172   67   -0.102917918344911D-10   -0.205932703034913D-09    0.3875383984D-10    0.3875383978D-10
gfc   172   68   -0.421158615702726D-09   -0.301917328686258D-11    0.3879212858D-10    0.3879212859D-10
gfc   172   69    0.148049283750008D-09    0.353445753422963D-09    0.3883109580D-10    0.3883109583D-10
gfc   172   70    0.644852529317248D-09    0.731441124112296D-10    0.3887074628D-10    0.3887074639D-10
gfc   172   71   -0.287521436722555D-09    0.528809030234914D-10    0.3891108511D-10    0.3891108510D-10
gfc   172   72   -0.127990597491938D-09    0.152475817621210D-09    0.3895211714D-10    0.3895211716D-10
gfc   172   73   -0.324111049049450D-09    0.643840430151703D-10    0.3899384764D-10    0.3899384760D-10
gfc   172   74   -0.694437109147779D-10    0.401745452039139D-09    0.3903628172D-10    0.3903628173D-10
gfc   172   75   -0.497154801713183D-09   -0.235191787926781D-09    0.3907942480D-10    0.3907942484D-10
gfc   172   76    0.575123627025119D-09   -0.596326217986099D-09    0.3912328230D-10    0.3912328235D-10
gfc   172   77   -0.204902002707727D-09    0.174759106261724D-09    0.3916785978D-10    0.3916785978D-10
gfc   172   78   -0.215659439371874D-09    0.373242985408046D-09    0.3921316278D-10    0.3921316282D-10
gfc   172   79   -0.133716850656491D-10    0.614128839209160D-09    0.3925919717D-10    0.3925919715D-10
gfc   172   80   -0.381577134252397D-10   -0.313399995897994D-09    0.3930596873D-10    0.3930596861D-10
gfc   172   81    0.240111778796014D-09   -0.634921942997846D-09    0.3935348330D-10    0.3935348332D-10
gfc   172   82   -0.175709244152085D-09    0.730234326727506D-09    0.3940174715D-10    0.3940174708D-10
gfc   172   83    0.519474292171462D-09    0.148272020617985D-09    0.3945076630D-10    0.3945076626D-10
gfc   172   84   -0.227011038734181D-09   -0.279454290246251D-09    0.3950054698D-10    0.3950054714D-10
gfc   172   85   -0.108596489115933D-09    0.220779389342717D-09    0.3955109583D-10    0.3955109588D-10
gfc   172   86   -0.573569525379912D-09   -0.124613964641101D-09    0.3960241924D-10    0.3960241910D-10
gfc   172   87   -0.172934437819046D-09   -0.283669053484077D-09    0.3965452366D-10    0.3965452358D-10
gfc   172   88    0.618922008299965D-09   -0.214094238268213D-10    0.3970741597D-10    0.3970741592D-10
gfc   172   89    0.530278906712594D-09    0.105070985836049D-08    0.3976110302D-10    0.3976110295D-10
gfc   172   90   -0.883324308351123D-09   -0.381397266105578D-10    0.3981559169D-10    0.3981559178D-10
gfc   172   91    0.150424576945176D-09    0.366690784818717D-09    0.3987088923D-10    0.3987088930D-10
gfc   172   92   -0.395264903118714D-09    0.425616822787404D-09    0.3992700282D-10    0.3992700281D-10
gfc   172   93   -0.457436590385267D-09   -0.218092095176366D-09    0.3998393961D-10    0.3998393978D-10
gfc   172   94   -0.604117964322091D-10   -0.435850937152200D-09    0.4004170741D-10    0.4004170741D-10
gfc   172   95   -0.356940249143147D-09    0.187524564273444D-09    0.4010031347D-10    0.4010031355D-10
gfc   172   96    0.302970597263276D-09    0.227003342672771D-09    0.4015976578D-10    0.4015976574D-10
gfc   172   97   -0.306640627566476D-10   -0.650135202747148D-09    0.4022007189D-10    0.4022007204D-10
gfc   172   98   -0.910008295946126D-10    0.697905758495570D-10    0.4028124011D-10    0.4028124025D-10
gfc   172   99    0.159644836011405D-09    0.217815577150199D-10    0.4034327862D-10    0.4034327829D-10
gfc   172  100   -0.883296154213981D-10    0.287408687740548D-09    0.4040619511D-10    0.4040619514D-10
gfc   172  101    0.571051764047073D-09    0.539836988270298D-09    0.4046999851D-10    0.4046999849D-10
gfc   172  102   -0.657690958450931D-09   -0.246692491669669D-09    0.4053469718D-10    0.4053469724D-10
gfc   172  103    0.362638073494669D-10   -0.979590701111465D-10    0.4060029985D-10    0.4060029982D-10
gfc   172  104   -0.876108507903084D-09   -0.559944231730341D-09    0.4066681522D-10    0.4066681535D-10
